[0.000000] (-) TimerEvent: {}
[0.000288] (dropbear) JobQueued: {'identifier': 'dropbear', 'dependencies': OrderedDict()}
[0.558905] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/2020_100mm__10__1.stl\n'}
[0.559167] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-cap_1.stl\n'}
[0.559321] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-roll-al-mot_MIR1__3__1.stl\n'}
[0.559389] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/top-bracket-servo-strap__1__1.stl\n'}
[0.559463] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow_v2_1.stl\n'}
[0.559535] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-ex-al-interface_1.stl\n'}
[0.559607] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/base_link.stl\n'}
[0.559678] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-roll-al-mot_MIR1__1__1.stl\n'}
[0.559708] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/RMD-X8-Pro_MIR8_MIR1__3__1.stl\n'}
[0.559768] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/second-forearm-motor-strap_1.stl\n'}
[0.559959] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/yaw-cap_1.stl\n'}
[0.560034] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-motor-mate_1.stl\n'}
[0.560106] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing_1.stl\n'}
[0.560177] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-rotational-cuff-second-motor-bracket_1.stl\n'}
[0.560249] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/MG995__1__1.stl\n'}
[0.560320] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing__7__1.stl\n'}
[0.560392] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/2020_100mm__11__1.stl\n'}
[0.560463] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep_1.stl\n'}
[0.560534] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-ex-al-interface__1__1.stl\n'}
[0.560605] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/yaw-waist-adapter-motor-exal_MIR1__5__1.stl\n'}
[0.560677] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-shoulder-bracket-exal__3__1.stl\n'}
[0.560748] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing__5__1.stl\n'}
[0.560821] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing__1__1.stl\n'}
[0.560892] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-rear-hanger_1.stl\n'}
[0.560964] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/power-mount-arm_1.stl\n'}
[0.561036] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/MG995_1.stl\n'}
[0.561108] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/forearm-elbow-motor-bracket-inner2_1.stl\n'}
[0.561180] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-roll-al-mot_MIR1__2__1.stl\n'}
[0.561252] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-shoulder-bracket-exal_1.stl\n'}
[0.561325] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-hangar_1.stl\n'}
[0.561397] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-roll-al-mot_MIR1_1.stl\n'}
[0.561469] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing__9__1.stl\n'}
[0.561540] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-bridge-rear_1.stl\n'}
[0.561642] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/multiplex-stack-flat_1.stl\n'}
[0.561719] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/MG995__7__1.stl\n'}
[0.561790] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-front_1.stl\n'}
[0.561862] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/2020_100mm__9__1.stl\n'}
[0.561934] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/MG995__5__1.stl\n'}
[0.562006] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-motor-bicep-rotor-bracket_1.stl\n'}
[0.562077] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/MG995__3__1.stl\n'}
[0.562151] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/2020_100mm__8___1__1.stl\n'}
[0.562221] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-shoulder-bracket-exal__2__1.stl\n'}
[0.562292] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-hangar1_1.stl\n'}
[0.562363] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/6mm-bearing__8__1.stl\n'}
[0.562433] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/RMD-X8-Pro_MIR8_MIR1__1__1.stl\n'}
[0.562504] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/straight-tendon_1.stl\n'}
[0.562575] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-bridge-rear__1__1.stl\n'}
[0.562605] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/shoulder-front-bearing-adapter_1.stl\n'}
[0.562712] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/elbow-rear-hanger__1__1.stl\n'}
[0.562803] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/fan-mount_1.stl\n'}
[0.562876] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/bicep-shoulder-bracket-exal__1__1.stl\n'}
[0.562948] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/rightarm/front-bearing-adapter-shoulder_1.stl\n'}
[0.563019] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg\n'}
[0.563090] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X10-S2_MIR4Stator_1.stl\n'}
[0.563162] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X8-Pro_MIR8_MIR1_2.stl\n'}
[0.563237] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing_left_1.stl\n'}
[0.563307] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/thigh-nub_1.stl\n'}
[0.563380] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/210mm-tie-rod_v1_1.stl\n'}
[0.563434] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/flank-front__1__1.stl\n'}
[0.563470] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-cover_1.stl\n'}
[0.563541] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/magmount__1__1.stl\n'}
[0.563613] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearingstrap_1.stl\n'}
[0.563684] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/limit-bracket-knee_1.stl\n'}
[0.563756] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/DumX290mm_1.stl\n'}
[0.563828] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/tie-rod-ankle-brackket_left1_1.stl\n'}
[0.563890] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/DumX210mm_1.stl\n'}
[0.563963] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_400mm_1.stl\n'}
[0.564033] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/conjstraint-knee-test-oute_1.stl\n'}
[0.564103] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-motor-driver-ext_1.stl\n'}
[0.564173] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/leg-thigh-knee-support-bottom_1.stl\n'}
[0.564242] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/new-heel_1.stl\n'}
[0.564309] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/ankle-side-bracket_2.stl\n'}
[0.564375] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__12__1.stl\n'}
[0.564445] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/flank_1.stl\n'}
[0.564517] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/flank__1__1.stl\n'}
[0.564588] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/double-bracket-10deg_MIR_MIR_MIR_1.stl\n'}
[0.564668] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-bracket_left_1.stl\n'}
[0.564738] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/basis_left_1.stl\n'}
[0.564869] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/flank-front_1.stl\n'}
[0.565020] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_150mm__6__2.stl\n'}
[0.565093] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_150mm__1___1__1.stl\n'}
[0.565164] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-bracketleft_1.stl\n'}
[0.565237] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearing-sensor-adapter_2.stl\n'}
[0.565309] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/base_link.stl\n'}
[0.565381] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X10-S2_MIR4__3_Rotor_1.stl\n'}
[0.565452] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-skin_flip_1.stl\n'}
[0.565578] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_300mm__1__1.stl\n'}
[0.565651] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__15__1.stl\n'}
[0.565723] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/hip-motor-bracket-v5-right_MIR_1.stl\n'}
[0.565799] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearingstrap__1__1.stl\n'}
[0.565873] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__9__1.stl\n'}
[0.565947] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__19__1.stl\n'}
[0.566022] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/knee-strap-second-test__1__1.stl\n'}
[0.566099] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-top_MIRleft_1.stl\n'}
[0.566171] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/motor-calf-exal-mount_4.stl\n'}
[0.566242] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-skin_1.stl\n'}
[0.566285] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/knee-strap-second-test_1.stl\n'}
[0.566448] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X10-S2_MIR4Rotor_1.stl\n'}
[0.566522] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/ankle-side-bracket_1.stl\n'}
[0.566793] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/leg-pitch-elastic__3__1.stl\n'}
[0.566868] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearing-sensor-adapter-arm_1.stl\n'}
[0.566903] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/ankle-thick_1.stl\n'}
[0.566932] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/knee-bend-motor-bracket-hip_1.stl\n'}
[0.566960] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-topleft_1.stl\n'}
[0.566984] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X8-Pro_MIR8_MIR1_1.stl\n'}
[0.567006] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/RMD-X10-S2_MIR4__3_Stator_1.stl\n'}
[0.567028] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__14__1.stl\n'}
[0.567050] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/toes-rotor_1.stl\n'}
[0.567093] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/leg-pitch-elastic__1__1.stl\n'}
[0.567169] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/knee-bend-motor-bracket-hip__1__1.stl\n'}
[0.567247] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/heel-connector_1.stl\n'}
[0.567326] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/NO-NC_Bump_Switch_1.stl\n'}
[0.567401] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/thigh-outer-encoder-mount__1__1.stl\n'}
[0.567478] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing_1.stl\n'}
[0.567552] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/motor-calf-exal-mount_2.stl\n'}
[0.568038] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/leg-pitch-elastic_1.stl\n'}
[0.568124] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/motorcap-KNEE_MIR_1.stl\n'}
[0.568295] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/foot-imu-strap_1.stl\n'}
[0.568391] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/6band__5__1.stl\n'}
[0.568613] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/dumXrigid_1.stl\n'}
[0.568644] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-lower-bracket_1.stl\n'}
[0.568671] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_100mm__12__1.stl\n'}
[0.568696] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__10__1.stl\n'}
[0.568719] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_300mm__2__1.stl\n'}
[0.568746] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/hip-motor-bracket-v5-right_MIR__1__1.stl\n'}
[0.568843] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearing-sensor-adapter_1.stl\n'}
[0.569159] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/new-heel-opposing_1.stl\n'}
[0.569281] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/2020_150mm__6__1.stl\n'}
[0.569354] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/calf-motor-driver-ext_2.stl\n'}
[0.569425] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/mpu1_1.stl\n'}
[0.569496] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/skateboard-bearing__11__1.stl\n'}
[0.569567] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/toes_1.stl\n'}
[0.569644] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/thigh-bracket_1.stl\n'}
[0.569714] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/double-bracket_1.stl\n'}
[0.569784] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/bearingstrap-inner-thigh_1.stl\n'}
[0.569854] (dropbear) StdoutLine: {'line': b'-- Up-to-date: /home/gateway/dropbear-humanoid-robot/dropbear/install/dropbear/share/dropbear/meshes/leftleg/NO-NC_Bump_Switch__1__1.stl\n'}
